query_id,audit_id,concept,primary_locus,life_death_module,comparison_register,relationship_type,condition,query_text,s_c,s_r,cas,top_reference_id,top_reference_group,top_reference_text,top_reference_similarity,nearest_catholic_reference_id,nearest_catholic_reference_text,nearest_catholic_similarity,nearest_catholic_rank,nearest_comparison_reference_id,nearest_comparison_reference_text,nearest_comparison_similarity,nearest_comparison_rank,paraphrase_id,baseline_query_id,contrast_type,review_status
marriage_civil_contract_natural_ambiguous_p1,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,natural_ambiguous,"What does marriage mean when moral, social, and theological perspectives may all be involved?",0.4893287610988744,0.44016172856979807,0.04916703252907634,marriage_civil_contract_c_1,catholic,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.529394247213957,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.529394247213957,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.4751171582317764,2,p1,marriage_civil_contract_natural_general_p1,general_to_ambiguous,generated_unreviewed
marriage_civil_contract_natural_ambiguous_p2,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,natural_ambiguous,How should a person understand marriage when more than one semantic register may be relevant?,0.4314355693692395,0.4610453898311564,-0.029609820461916903,marriage_civil_contract_r_1,comparison,"In the specified comparison register, marriage concerns a legally recognised union creating civil rights and obligations.",0.4964612150134267,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.4459405495143273,3,marriage_civil_contract_r_1,"In the specified comparison register, marriage concerns a legally recognised union creating civil rights and obligations.",0.4964612150134267,1,p2,marriage_civil_contract_natural_general_p2,general_to_ambiguous,generated_unreviewed
marriage_civil_contract_natural_ambiguous_p3,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,natural_ambiguous,Which dimensions of marriage matter when its meaning is not fully specified?,0.42699900299248533,0.38858108150025,0.03841792149223533,marriage_civil_contract_c_1,catholic,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.4370710683519822,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.4370710683519822,1,marriage_civil_contract_r_3,"Within this comparison field, marriage is described through a legally recognised union creating civil rights and obligations.",0.39541245070293035,4,p3,marriage_civil_contract_natural_general_p3,general_to_ambiguous,generated_unreviewed
marriage_civil_contract_label_free_theological_p1,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,label_free_theological,Marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.,0.8342515356780341,0.48659420098657485,0.34765733469145926,marriage_civil_contract_c_1,catholic,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.8665117664328985,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.8665117664328985,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.5091584958803239,4,p1,marriage_civil_contract_natural_general_p1,general_to_label_free_theological,generated_unreviewed
marriage_civil_contract_label_free_theological_p2,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,label_free_theological,Marriage is understood through a faithful and fruitful covenantal communion of spouses with sacramental significance.,0.8610572001696147,0.45763705382922915,0.4034201463403856,marriage_civil_contract_c_3,catholic,"Within Catholic thought, marriage is understood through a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.8993549839544077,marriage_civil_contract_c_3,"Within Catholic thought, marriage is understood through a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.8993549839544077,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.49224670027580186,4,p2,marriage_civil_contract_natural_general_p2,general_to_label_free_theological,generated_unreviewed
marriage_civil_contract_label_free_theological_p3,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,label_free_theological,An account of marriage emphasizes a faithful and fruitful covenantal communion of spouses with sacramental significance.,0.8145230939134107,0.5049358843097423,0.30958720960366837,marriage_civil_contract_c_1,catholic,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.8581118621354572,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.8581118621354572,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.6145324445487317,4,p3,marriage_civil_contract_natural_general_p3,general_to_label_free_theological,generated_unreviewed
marriage_civil_contract_explicit_catholic_p1,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,explicit_catholic,"In Catholic teaching, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.886778758140701,0.42830382656331717,0.4584749315773838,marriage_civil_contract_c_1,catholic,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.9103453014027437,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.9103453014027437,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.46182774439129476,4,p1,marriage_civil_contract_label_free_theological_p1,label_free_to_explicit_catholic,generated_unreviewed
marriage_civil_contract_explicit_catholic_p2,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,explicit_catholic,"In Catholic teaching, marriage is understood through a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.8926987284159583,0.41400666474977904,0.4786920636661793,marriage_civil_contract_c_3,catholic,"Within Catholic thought, marriage is understood through a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.9399040819604562,marriage_civil_contract_c_3,"Within Catholic thought, marriage is understood through a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.9399040819604562,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.45323454070784824,4,p2,marriage_civil_contract_label_free_theological_p2,label_free_to_explicit_catholic,generated_unreviewed
marriage_civil_contract_explicit_catholic_p3,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,explicit_catholic,"In Catholic teaching, an account of marriage emphasizes a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.8661025465069647,0.449310907298333,0.4167916392086317,marriage_civil_contract_c_1,catholic,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.9026773826683576,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.9026773826683576,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.5485061408789688,4,p3,marriage_civil_contract_label_free_theological_p3,label_free_to_explicit_catholic,generated_unreviewed
marriage_civil_contract_integrative_p1,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,integrative,"Marriage can involve a legally recognised union creating civil rights and obligations, while theological reflection also concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.7232813453200849,0.6372087655340162,0.08607257978606875,marriage_civil_contract_c_1,catholic,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.750387385828901,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.750387385828901,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.6589625698024355,4,p1,marriage_civil_contract_natural_general_p1,general_to_integrative,generated_unreviewed
marriage_civil_contract_integrative_p2,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,integrative,An account of marriage may include a legally recognised union creating civil rights and obligations together with a faithful and fruitful covenantal communion of spouses with sacramental significance.,0.7003497965376652,0.6482932535290109,0.052056543008654255,marriage_civil_contract_c_1,catholic,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.7646274964612172,marriage_civil_contract_c_1,"In a Catholic theological account, marriage concerns a faithful and fruitful covenantal communion of spouses with sacramental significance.",0.7646274964612172,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.7332130705190855,2,p2,marriage_civil_contract_natural_general_p2,general_to_integrative,generated_unreviewed
marriage_civil_contract_integrative_p3,marriage_civil_contract,marriage,Love Communion and Sacramentality,false,civil marital contract,valid_but_partial,integrative,Discussion of marriage can retain both a legally recognised union creating civil rights and obligations and a faithful and fruitful covenantal communion of spouses with sacramental significance.,0.667879020700239,0.5768074359485578,0.0910715847516812,marriage_civil_contract_c_2,catholic,Catholic reflection on marriage emphasizes a faithful and fruitful covenantal communion of spouses with sacramental significance.,0.6796921775341354,marriage_civil_contract_c_2,Catholic reflection on marriage emphasizes a faithful and fruitful covenantal communion of spouses with sacramental significance.,0.6796921775341354,1,marriage_civil_contract_r_2,A disciplinary account of marriage emphasizes a legally recognised union creating civil rights and obligations.,0.6092434285883344,4,p3,marriage_civil_contract_natural_general_p3,general_to_integrative,generated_unreviewed
marital_fidelity_exclusivity_bare_p1,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,bare,marital fidelity,0.6098489971705034,0.6328010679545796,-0.02295207078407613,marital_fidelity_exclusivity_r_3,comparison,"Within this comparison field, marital fidelity is described through agreement to sexual or romantic exclusivity within a partnership.",0.6552571092498776,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.6425733187842925,2,marital_fidelity_exclusivity_r_3,"Within this comparison field, marital fidelity is described through agreement to sexual or romantic exclusivity within a partnership.",0.6552571092498776,1,p1,,,generated_unreviewed
marital_fidelity_exclusivity_natural_general_p1,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,natural_general,Marital fidelity may be described through agreement to sexual or romantic exclusivity within a partnership.,0.5931571540723571,0.8089945632681403,-0.2158374091957832,marital_fidelity_exclusivity_r_3,comparison,"Within this comparison field, marital fidelity is described through agreement to sexual or romantic exclusivity within a partnership.",0.8444424421009213,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.6302379410958534,4,marital_fidelity_exclusivity_r_3,"Within this comparison field, marital fidelity is described through agreement to sexual or romantic exclusivity within a partnership.",0.8444424421009213,1,p1,marital_fidelity_exclusivity_bare_p1,bare_to_general,generated_unreviewed
marital_fidelity_exclusivity_natural_general_p2,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,natural_general,"In a contemporary disciplinary account, marital fidelity involves agreement to sexual or romantic exclusivity within a partnership.",0.596510976374001,0.8163252664823304,-0.21981429010832942,marital_fidelity_exclusivity_r_2,comparison,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.9435897700138383,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.6527530548429166,4,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.9435897700138383,1,p2,marital_fidelity_exclusivity_bare_p1,bare_to_general,generated_unreviewed
marital_fidelity_exclusivity_natural_general_p3,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,natural_general,A discussion of marital fidelity focuses on agreement to sexual or romantic exclusivity within a partnership.,0.5790638832971031,0.8040736982991733,-0.22500981500207018,marital_fidelity_exclusivity_r_2,comparison,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.8402210290017413,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.6097243603506215,4,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.8402210290017413,1,p3,marital_fidelity_exclusivity_bare_p1,bare_to_general,generated_unreviewed
marital_fidelity_exclusivity_natural_ambiguous_p1,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,natural_ambiguous,"What does marital fidelity mean when moral, social, and theological perspectives may all be involved?",0.608208621367015,0.5486238513537011,0.05958477001331397,marital_fidelity_exclusivity_c_1,catholic,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.6496802772539463,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.6496802772539463,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.5781680418563951,3,p1,marital_fidelity_exclusivity_natural_general_p1,general_to_ambiguous,generated_unreviewed
marital_fidelity_exclusivity_natural_ambiguous_p2,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,natural_ambiguous,How should a person understand marital fidelity when more than one semantic register may be relevant?,0.4984416078228964,0.558198160817905,-0.05975655299500854,marital_fidelity_exclusivity_r_1,comparison,"In the specified comparison register, marital fidelity concerns agreement to sexual or romantic exclusivity within a partnership.",0.5864044422746687,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.5233508273887377,4,marital_fidelity_exclusivity_r_1,"In the specified comparison register, marital fidelity concerns agreement to sexual or romantic exclusivity within a partnership.",0.5864044422746687,1,p2,marital_fidelity_exclusivity_natural_general_p2,general_to_ambiguous,generated_unreviewed
marital_fidelity_exclusivity_natural_ambiguous_p3,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,natural_ambiguous,Which dimensions of marital fidelity matter when its meaning is not fully specified?,0.5762035381569116,0.5804491056640808,-0.004245567507169201,marital_fidelity_exclusivity_r_3,comparison,"Within this comparison field, marital fidelity is described through agreement to sexual or romantic exclusivity within a partnership.",0.6050097001817669,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.6009567802009657,2,marital_fidelity_exclusivity_r_3,"Within this comparison field, marital fidelity is described through agreement to sexual or romantic exclusivity within a partnership.",0.6050097001817669,1,p3,marital_fidelity_exclusivity_natural_general_p3,general_to_ambiguous,generated_unreviewed
marital_fidelity_exclusivity_label_free_theological_p1,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,label_free_theological,"Marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.858017929115923,0.5926699122875557,0.2653480168283673,marital_fidelity_exclusivity_c_1,catholic,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.888530450848753,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.888530450848753,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.607486541359375,4,p1,marital_fidelity_exclusivity_natural_general_p1,general_to_label_free_theological,generated_unreviewed
marital_fidelity_exclusivity_label_free_theological_p2,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,label_free_theological,"Marital fidelity is understood through covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.8756884918423178,0.5951622893564359,0.2805262024858819,marital_fidelity_exclusivity_c_3,catholic,"Within Catholic thought, marital fidelity is understood through covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9017957655665073,marital_fidelity_exclusivity_c_3,"Within Catholic thought, marital fidelity is understood through covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9017957655665073,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.6226021390097741,4,p2,marital_fidelity_exclusivity_natural_general_p2,general_to_label_free_theological,generated_unreviewed
marital_fidelity_exclusivity_label_free_theological_p3,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,label_free_theological,"An account of marital fidelity emphasizes covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.8394794250591886,0.6146443150426272,0.22483511001656142,marital_fidelity_exclusivity_c_1,catholic,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.8707526199823145,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.8707526199823145,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.691170609736236,4,p3,marital_fidelity_exclusivity_natural_general_p3,general_to_label_free_theological,generated_unreviewed
marital_fidelity_exclusivity_explicit_catholic_p1,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,explicit_catholic,"In Catholic teaching, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.922093739425392,0.5336608888199388,0.3884328506054532,marital_fidelity_exclusivity_c_1,catholic,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9425236505292643,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9425236505292643,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.5621503476411313,4,p1,marital_fidelity_exclusivity_label_free_theological_p1,label_free_to_explicit_catholic,generated_unreviewed
marital_fidelity_exclusivity_explicit_catholic_p2,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,explicit_catholic,"In Catholic teaching, marital fidelity is understood through covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9285597983965852,0.51662906038161,0.41193073801497515,marital_fidelity_exclusivity_c_3,catholic,"Within Catholic thought, marital fidelity is understood through covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9605829077053231,marital_fidelity_exclusivity_c_3,"Within Catholic thought, marital fidelity is understood through covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9605829077053231,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.5501930483033495,4,p2,marital_fidelity_exclusivity_label_free_theological_p2,label_free_to_explicit_catholic,generated_unreviewed
marital_fidelity_exclusivity_explicit_catholic_p3,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,explicit_catholic,"In Catholic teaching, an account of marital fidelity emphasizes covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9094262574235428,0.5394116692785486,0.3700145881449942,marital_fidelity_exclusivity_c_1,catholic,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9281287197689372,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.9281287197689372,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.611374082826015,4,p3,marital_fidelity_exclusivity_label_free_theological_p3,label_free_to_explicit_catholic,generated_unreviewed
marital_fidelity_exclusivity_integrative_p1,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,integrative,"Marital fidelity can involve agreement to sexual or romantic exclusivity within a partnership, while theological reflection also concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.8034718075884647,0.7334662418291028,0.0700055657593619,marital_fidelity_exclusivity_c_1,catholic,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.8319055337696518,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.8319055337696518,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.7655423712454058,4,p1,marital_fidelity_exclusivity_natural_general_p1,general_to_integrative,generated_unreviewed
marital_fidelity_exclusivity_integrative_p2,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,integrative,"An account of marital fidelity may include agreement to sexual or romantic exclusivity within a partnership together with covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.7449834528896547,0.7636283656515848,-0.018644912761930033,marital_fidelity_exclusivity_r_2,comparison,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.8456825410853399,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.8010968741563638,2,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.8456825410853399,1,p2,marital_fidelity_exclusivity_natural_general_p2,general_to_integrative,generated_unreviewed
marital_fidelity_exclusivity_integrative_p3,marital_fidelity_exclusivity,marital fidelity,Love Communion and Sacramentality,false,relationship exclusivity,valid_but_partial,integrative,"Discussion of marital fidelity can retain both agreement to sexual or romantic exclusivity within a partnership and covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.7572238335656493,0.7130757788631087,0.04414805470254057,marital_fidelity_exclusivity_c_1,catholic,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.7720140151763845,marital_fidelity_exclusivity_c_1,"In a Catholic theological account, marital fidelity concerns covenantal faithfulness, permanence, truthfulness, and mutual self-gift between spouses.",0.7720140151763845,1,marital_fidelity_exclusivity_r_2,A disciplinary account of marital fidelity emphasizes agreement to sexual or romantic exclusivity within a partnership.,0.7445863412557817,3,p3,marital_fidelity_exclusivity_natural_general_p3,general_to_integrative,generated_unreviewed
chastity_abstinence_bare_p1,chastity_abstinence,chastity,Love Communion and Sacramentality,false,sexual abstinence,valid_but_partial,bare,chastity,0.5225280707543906,0.5863911024418451,-0.06386303168745455,chastity_abstinence_r_3,comparison,"Within this comparison field, chastity is described through refraining from sexual activity or limiting specified sexual behaviours.",0.6136646527284353,chastity_abstinence_c_3,"Within Catholic thought, chastity is understood through integration of sexuality within the whole person, vocation, freedom, and love.",0.5384113382162886,4,chastity_abstinence_r_3,"Within this comparison field, chastity is described through refraining from sexual activity or limiting specified sexual behaviours.",0.6136646527284353,1,p1,,,generated_unreviewed
chastity_abstinence_natural_general_p1,chastity_abstinence,chastity,Love Communion and Sacramentality,false,sexual abstinence,valid_but_partial,natural_general,Chastity may be described through refraining from sexual activity or limiting specified sexual behaviours.,0.5633851761147475,0.7581037765198211,-0.1947186004050736,chastity_abstinence_r_2,comparison,A disciplinary account of chastity emphasizes refraining from sexual activity or limiting specified sexual behaviours.,0.7934674039074774,chastity_abstinence_c_3,"Within Catholic thought, chastity is understood through integration of sexuality within the whole person, vocation, freedom, and love.",0.5782217916574204,4,chastity_abstinence_r_2,A disciplinary account of chastity emphasizes refraining from sexual activity or limiting specified sexual behaviours.,0.7934674039074774,1,p1,chastity_abstinence_bare_p1,bare_to_general,generated_unreviewed
chastity_abstinence_natural_general_p2,chastity_abstinence,chastity,Love Communion and Sacramentality,false,sexual abstinence,valid_but_partial,natural_general,"In a contemporary disciplinary account, chastity involves refraining from sexual activity or limiting specified sexual behaviours.",0.6001081070638703,0.7617403650280776,-0.16163225796420733,chastity_abstinence_r_2,comparison,A disciplinary account of chastity emphasizes refraining from sexual activity or limiting specified sexual behaviours.,0.9196149486276374,chastity_abstinence_c_1,"In a Catholic theological account, chastity concerns integration of sexuality within the whole person, vocation, freedom, and love.",0.6455405238185756,4,chastity_abstinence_r_2,A disciplinary account of chastity emphasizes refraining from sexual activity or limiting specified sexual behaviours.,0.9196149486276374,1,p2,chastity_abstinence_bare_p1,bare_to_general,generated_unreviewed
chastity_abstinence_natural_general_p3,chastity_abstinence,chastity,Love Communion and Sacramentality,false,sexual abstinence,valid_but_partial,natural_general,A discussion of chastity focuses on refraining from sexual activity or limiting specified sexual behaviours.,0.5878605475534996,0.7567338907307085,-0.16887334317720892,chastity_abstinence_r_2,comparison,A disciplinary account of chastity emphasizes refraining from sexual activity or limiting specified sexual behaviours.,0.8180361011592694,chastity_abstinence_c_2,"Catholic reflection on chastity emphasizes integration of sexuality within the whole person, vocation, freedom, and love.",0.594227467607785,4,chastity_abstinence_r_2,A disciplinary account of chastity emphasizes refraining from sexual activity or limiting specified sexual behaviours.,0.8180361011592694,1,p3,chastity_abstinence_bare_p1,bare_to_general,generated_unreviewed
chastity_abstinence_natural_ambiguous_p1,chastity_abstinence,chastity,Love Communion and Sacramentality,false,sexual abstinence,valid_but_partial,natural_ambiguous,"What does chastity mean when moral, social, and theological perspectives may all be involved?",0.6522242393099554,0.5549218722515218,0.09730236705843365,chastity_abstinence_c_1,catholic,"In a Catholic theological account, chastity concerns integration of sexuality within the whole person, vocation, freedom, and love.",0.681876319630209,chastity_abstinence_c_1,"In a Catholic theological account, chastity concerns integration of sexuality within the whole person, vocation, freedom, and love.",0.681876319630209,1,chastity_abstinence_r_2,A disciplinary account of chastity emphasizes refraining from sexual activity or limiting specified sexual behaviours.,0.5864491405979536,4,p1,chastity_abstinence_natural_general_p1,general_to_ambiguous,generated_unreviewed
chastity_abstinence_natural_ambiguous_p2,chastity_abstinence,chastity,Love Communion and Sacramentality,false,sexual abstinence,valid_but_partial,natural_ambiguous,How should a person understand chastity when more than one semantic register may be relevant?,0.577517837838574,0.577182029633288,0.0003358082052860034,chastity_abstinence_r_1,comparison,"In the specified comparison register, chastity concerns refraining from sexual activity or limiting specified sexual behaviours.",0.605022398249795,chastity_abstinence_c_3,"Within Catholic thought, chastity is understood through integration of sexuality within the whole person, vocation, freedom, and love.",0.596089405059379,2,chastity_abstinence_r_1,"In the specified comparison register, chastity concerns refraining from sexual activity or limiting specified sexual behaviours.",0.605022398249795,1,p2,chastity_abstinence_natural_general_p2,general_to_ambiguous,generated_unreviewed
